#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-13T01:25:56 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ613ea88527e979	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJ/830/51&tab:{J/ApJ/830/51/cdfsz}&key:source=J/ApJ/830/51/cdfsz&HTTPPRM:&
#-source=J/ApJ/830/51/cdfsz
#-order=I
#-out=Seq
#-out=zpk
#

#RESOURCE=yCat_18300051
#Name: J/ApJ/830/51
#Title: FourStar galaxy evolution survey (ZFOURGE) (Straatman+, 2016)
#Table	J_ApJ_830_51_cdfsz:
#Name: J/ApJ/830/51/cdfsz
#Title: CDFS EAZY photometric redshift catalog and spectroscopic redshifts (cdfszout and cdfszsp)
#Column	Seq	(I5)	[1/30911] Running sequence number	[ucd=meta.id;meta.main]
#Column	zpk	(F8.4)	[/9.9]? Default derived photometric redshift	[ucd=src.redshift;pos.heliocentric]
Seq	zpk
 5604	  1.9200
 5605	  0.6908
 5606	  2.6216
 5607	  1.0342
 5608	  1.3051
 5609	  2.0058
 5610	  2.6012
 5611	  1.8322
 5612	  4.3234
 5613	  1.0462
 5614	  1.9224
 5615	  0.5527
 5616	  1.5322
 5617	  1.5519
 5618	  3.2084
 5619	  1.7657
 5620	  1.1730
 5621	  0.7886
 5622	  1.6050
 5623	  2.1180
 5624	  2.5757
 5625	  2.5759
 5626	  0.6062
 5627	  0.6094
 5628	  1.8414
 5629	  4.5646
 5630	  0.6496
 5631	  0.3867
 5632	  1.5807
 5633	  2.3819
 5634	  2.3757
 5635	  0.9973
 5636	  1.6165
 5637	  1.3925
 5638	  1.2287
 5639	  0.8948
 5640	  3.5618
 5641	  0.6931
 5642	  0.9326
 5643	  3.4659
 5644	  0.8826
 5645	  1.4828
 5646	  0.7263
 5647	  1.0118
 5648	  0.1514
 5649	  1.2285
 5650	  1.9973
 5651	  3.5665
 5652	  2.3117
 5653	  2.8579
 5654	  0.5593
 5655	  2.4472
 5656	  0.0946
 5657	  0.4819
 5658	  0.9309
 5659	  1.5451
 5660	  1.0247
 5661	  1.1190
 5662	  2.8276
 5663	  1.3434
 5664	  0.6845
 5665	  1.4757
 5666	  0.5283
 5667	  2.5195
 5668	  1.4739
 5669	  2.5605
 5670	  0.7356
 5671	  2.5649
 5672	  3.5945
 5673	  1.2439
 5674	  3.5835
 5675	  2.0517
 5676	  2.0008
 5677	  1.1755
 5678	  1.6314
 5679	  0.1450
 5680	  3.4162
 5681	  0.8815
 5682	  1.7427
 5683	  3.0158
 5684	  1.4587
 5685	  0.6833
 5686	  1.2966
 5687	  3.0674
 5688	  3.4505
 5689	  0.9412
 5690	  3.1617
 5691	  2.3367
 5692	  0.6804
 5693	  0.2530
 5694	  1.7025
 5695	  1.3420
 5696	  1.7055
 5697	  0.5464
 5698	  4.7870
 5699	  3.8098
 5700	  1.4464
 5701	  4.3445
 5702	  0.8103
 5703	  1.3780
 5704	  3.5751
 5705	  0.2276
 5706	  1.5950
 5707	  1.1147
 5708	  0.7307
 5709	  2.8301
 5710	  0.5352
 5711	  0.5924
 5712	  3.0795
 5713	  0.5372
 5714	  0.1015
 5715	  0.3988
 5716	  1.5978
 5717	  1.2654
 5718	  2.5673
 5719	  2.0868
 5720	  3.4983
 5721	  0.5266
 5722	  1.3591
 5723	  1.9838
 5724	  0.3437
 5725	  3.0405
 5726	  0.2649
 5727	  1.6615
 5728	  1.2821
 5729	  3.6129
 5730	  2.9786
 5731	  4.8095
 5732	  0.5740
 5733	  2.1143
 5734	  0.4818
 5735	  1.2601
 5736	  1.3687
 5737	  1.6726
 5738	  1.4104
 5739	  0.6736
 5740	  0.1868
 5741	  1.0100
 5742	  1.6101
 5743	  0.0716
 5744	  4.3558
 5745	  0.7360
 5746	  2.9412
 5747	  2.6193
 5748	  0.9864
 5749	  0.6104
 5750	  0.6388
 5751	  4.8673
 5752	  0.6815
 5753	  3.2919
 5754	  0.4407
 5755	  1.0542
 5756	  1.1311
 5757	  1.6411
 5758	  2.2093
 5759	  0.0193
 5760	  1.2361
 5761	  1.5594
 5762	  2.0386
 5763	  3.1698
 5764	  0.8469
 5765	  2.9750
 5766	  2.0505
 5767	  0.9678
 5768	  2.9322
 5769	  0.3983
 5770	  1.1266
 5771	  1.1436
 5772	  2.4130
 5773	  0.7199
 5774	  1.1980
 5775	  2.3895
 5776	  3.1076
 5777	  0.9664
 5778	  1.0588
 5779	  3.4326
 5780	  0.7462
 5781	  0.9421
 5782	  1.8151
 5783	  0.9015
 5784	  2.9823
 5785	  3.3399
 5786	  1.6074
 5787	  0.5645
 5788	  4.3378
 5789	  2.1802
 5790	  0.7255
 5791	  0.3528
 5792	  0.9423
 5793	  0.6511
 5794	  0.9713
 5795	  2.4198
 5796	  2.4097
 5797	  3.4335
 5798	  1.1191
 5799	  3.7624
 5800	  2.8153
 5801	  1.2322
 5802	  1.3802
 5803	  3.3363
 5804	  2.8379
 5805	  2.3144
 5806	  4.7048
 5807	  0.5419
 5808	  1.4459
 5809	  2.5252
 5810	  0.6026
 5811	  2.0737
 5812	  1.0282
 5813	  1.4915
 5814	  0.6752
 5815	  0.4486
 5816	  0.3343
 5817	  1.1052
 5818	  0.3532
 5819	  1.3960
 5820	  3.6120
 5821	  0.6691
 5822	  3.5137
 5823	  1.0062
 5824	  3.3254
 5825	  2.0023
 5826	  1.8888
 5827	  0.6915
 5828	  0.1407
 5829	  0.8203
 5830	  1.3738
 5831	  0.2950
 5832	  1.4539
 5833	  2.5819
 5834	  0.9441
 5835	  2.5735
 5836	  0.3532
 5837	  1.6523
 5838	  2.7495
 5839	  0.2627
 5840	  1.4740
 5841	  1.2853
 5842	  3.0882
 5843	  1.1314
 5844	  0.8216
 5845	  0.9008
 5846	  1.6718
 5847	  1.2738
 5848	  1.1093
 5849	  0.5670
 5850	  1.4725
 5851	  3.4941
 5852	  2.9222
 5853	  3.0750
 5854	  0.5053
 5855	  1.4724
 5856	  1.0558
 5857	  2.6054
 5858	  3.6739
 5859	  0.6862
 5860	  2.2177
 5861	  0.3656
 5862	  1.8406
 5863	  1.7287
 5864	  1.8083
 5865	  0.5671
 5866	  0.3386
 5867	  0.7514
 5868	  1.2897
 5869	  1.7312
 5870	  0.3653
 5871	  0.5686
 5872	  0.5023
 5873	  2.8679
 5874	  3.5264
 5875	  3.5889
 5876	  2.3084
 5877	  0.6915
 5878	  1.2364
 5879	  1.9108
 5880	  1.8316
 5881	  1.5827
 5882	  0.2589
 5883	  1.2823
 5884	  1.6896
 5885	  1.5811
 5886	  1.1001
 5887	  0.7654
 5888	  3.5178
 5889	  3.4955
 5890	  1.8851
 5891	  1.3469
 5892	  1.6018
 5893	  0.6299
 5894	  0.7073
 5895	  0.5001
 5896	  1.4077
 5897	  3.1826
 5898	  5.5493
 5899	  0.4574
 5900	  0.7413
 5901	  1.3964
 5902	  0.9392
 5903	  0.9219
 5904	  1.8665
 5905	  1.4562
 5906	  2.5702
 5907	  2.7625
 5908	  1.0895
 5909	  1.1534
 5910	  1.7490
 5911	  1.8597
 5912	  0.6682
 5913	  1.1061
 5914	  0.3902
 5915	  2.3622
 5916	  3.0237
 5917	  0.1045
 5918	  0.8421
 5919	  2.1877
 5920	  3.1035
 5921	  0.8220
 5922	  2.7404
 5923	  3.7323
 5924	  1.5794
 5925	  0.1335
 5926	  0.4490
 5927	  0.9618
 5928	  0.7154
 5929	  2.4831
 5930	  1.2430
 5931	  0.5688
 5932	  0.8080
 5933	  0.8963
 5934	  1.0589
 5935	  1.1502
 5936	  2.3905
 5937	  1.1013
 5938	  3.0517
 5939	  1.2233
 5940	  0.7353
 5941	  1.2787
 5942	  0.5266
 5943	  1.7983
 5944	  0.7391
 5945	  2.5826
 5946	  2.4742
 5947	  0.5562
 5948	  0.2858
 5949	  1.9783
 5950	  0.1405
 5951	  1.5573
 5952	  2.3352
 5953	  0.6532
 5954	  2.8888
 5955	  1.4870
 5956	  1.8079
 5957	  2.3258
 5958	  0.9414
 5959	  3.3717
 5960	  1.1304
 5961	  1.6886
 5962	  1.0525
 5963	  1.7872
 5964	  0.3480
 5965	  2.4600
 5966	  3.4038
 5967	  1.2577
 5968	  0.8234
 5969	  2.8299
 5970	  1.3313
 5971	  1.0980
 5972	  0.9668
 5973	  0.5295
 5974	  1.7535
 5975	  1.2668
 5976	  1.6438
 5977	  0.9130
 5978	  0.3768
 5979	  1.5819
 5980	  2.6400
 5981	  3.0333
 5982	  1.0816
 5983	  1.7120
 5984	  4.7437
 5985	  3.0243
 5986	  2.6695
 5987	  2.4740
 5988	  1.0685
 5989	  0.5162
 5990	  1.1175
 5991	  3.8785
 5992	  4.0815
 5993	  1.4768
 5994	  2.6143
 5995	  0.4054
 5996	  2.9063
 5997	  0.7966
 5998	  1.0236
 5999	  0.4737
 6000	  2.4112
 6001	  1.0507
 6002	  1.7599
 6003	  1.3582
 6004	  1.4051
 6005	  0.7321
 6006	  2.7443
 6007	  0.8224
 6008	  0.1214
 6009	  1.3025
 6010	  0.5088
 6011	  2.4849
 6012	  1.0986
 6013	  0.5741
 6014	  3.0904
 6015	  1.0627
 6016	  2.5769
 6017	  2.5643
 6018	  4.3451
 6019	  1.0327
 6020	  2.5007
 6021	  1.1057
 6022	  3.5524
 6023	  0.6556
 6024	  0.9986
 6025	  2.4202
 6026	  2.2718
 6027	  1.0466
 6028	  1.1305
 6029	  0.6285
 6030	  0.4428
 6031	  0.9608
 6032	  1.1316
 6033	  3.0162
 6034	  0.3502
 6035	  2.6718
 6036	  2.8812
 6037	  2.0535
 6038	  0.7603
 6039	  0.5234
 6040	  1.7804
 6041	  2.4009
 6042	  2.6387
 6043	  0.7487
 6044	  0.4693
 6045	  0.4049
 6046	  0.5894
 6047	  2.6998
 6048	  3.2675
 6049	  0.9595
 6050	  1.6000
 6051	  1.6250
 6052	  2.8760
 6053	  0.3597
 6054	  1.0237
 6055	  1.3706
 6056	  0.3768
 6057	  0.5742
 6058	  1.8389
 6059	  0.6398
 6060	  1.8762
 6061	  0.5269
 6062	  1.1787
 6063	  0.9083
 6064	  3.5289
 6065	  3.2963
 6066	  0.5802
 6067	  1.0864
 6068	  1.4683
 6069	  2.2882
 6070	  0.8113
 6071	  1.6747
 6072	  0.3610
 6073	  1.0232
 6074	  1.1033
 6075	  1.4905
 6076	  0.8898
 6077	  0.8629
 6078	  2.7701
 6079	  4.7725
 6080	  0.7306
 6081	  1.8592
 6082	  1.9211
 6083	  0.3440
 6084	  1.5541
 6085	  1.1897
 6086	  1.7207
 6087	  6.4472
 6088	  0.6039
 6089	  0.6561
 6090	  3.9834
 6091	  2.6217
 6092	  0.7641
 6093	  2.5382
 6094	  1.0186
 6095	  3.1868
 6096	  2.8508
 6097	  1.6636
 6098	  0.9293
 6099	  1.3562
 6100	  3.3409
 6101	  1.3440
 6102	  1.0053
 6103	  1.1141
 6104	  2.0943
 6105	  3.7188
 6106	  0.7867
 6107	  0.9524
 6108	  2.4544
 6109	  0.2524
 6110	  3.5432
 6111	  1.2388
 6112	  2.7136
 6113	  0.3615
 6114	  2.3445
 6115	  2.3008
 6116	  2.2844
 6117	  2.2603
 6118	  1.2897
 6119	  0.2044
 6120	  1.7726
 6121	  2.5007
 6122	  0.3340
 6123	  0.6409
 6124	  2.2378
 6125	  1.1109
 6126	  1.9774
 6127	  2.7499
 6128	  0.6111
 6129	  1.3154
 6130	  0.3306
 6131	  2.7772
 6132	  3.3566
 6133	  0.9431
 6134	  2.0288
 6135	  1.1735
 6136	  3.6388
 6137	  3.1309
 6138	  2.5605
 6139	  1.0845
 6140	  0.9514
 6141	  4.0125
 6142	  2.9574
 6143	  3.8777
 6144	  3.2638
 6145	  0.5808
 6146	  0.5133
 6147	  0.2449
 6148	  1.2637
 6149	  1.3300
 6150	  3.2128
 6151	  0.3566
 6152	  2.7594
 6153	  2.4497
 6154	  0.8591
 6155	  2.1394
 6156	  0.8489
 6157	  3.9763
 6158	  0.4846
 6159	  1.4522
 6160	  3.5790
 6161	  1.3235
 6162	  2.3569
 6163	  0.3392
 6164	  1.7490
 6165	  1.5614
 6166	  1.5238
 6167	  1.1059
 6168	  2.3447
 6169	  4.8692
 6170	  2.3545
 6171	  1.6525
 6172	  3.3430
 6173	  0.9642
 6174	  2.2717
 6175	  1.3152
 6176	  3.0549
 6177	  1.3931
 6178	  1.6710
 6179	  1.0748
 6180	  2.3841
 6181	  1.5223
 6182	  1.3600
 6183	  2.3287
 6184	  1.1984
 6185	  0.4772
 6186	  0.8511
 6187	  3.2810
 6188	  1.4787
 6189	  1.1254
 6190	  2.3704
 6191	  3.3242
 6192	  1.3575
 6193	  0.9062
 6194	  1.3366
 6195	  0.4986
 6196	  1.4649
 6197	  0.4496
 6198	  3.3942
 6199	  1.4756
 6200	  3.7685
 6201	  0.4412
 6202	  0.7571
 6203	  0.4877
 6204	  1.0495
 6205	  2.7191
 6206	  1.2013
 6207	  2.2728
 6208	  1.7562
 6209	  1.6397
 6210	  0.2477
 6211	  1.1287
 6212	  0.9569
 6213	  0.1610
 6214	  0.9583
 6215	  1.7841
 6216	  0.7728
 6217	  0.8082
 6218	  1.5305
 6219	  1.0553
 6220	  1.2846
 6221	  1.4600
 6222	  1.4898
 6223	  0.9614
 6224	  0.4904
 6225	  3.7861
 6226	  0.4196
 6227	  0.3952
 6228	  3.4973
 6229	  1.7737
 6230	  2.7901
 6231	  2.4522
 6232	  1.4378
 6233	  1.4841
 6234	  4.2873
 6235	  2.7769
 6236	  1.1104
 6237	  0.7676
 6238	  2.3589
 6239	  2.6451
 6240	  3.5824
 6241	  1.3007
 6242	  0.1624
 6243	  1.0372
 6244	  3.9840
 6245	  0.5534
 6246	  1.2595
 6247	  1.5023
 6248	  0.4461
 6249	  0.9922
 6250	  1.2390
 6251	  0.4664
 6252	  1.5945
 6253	  2.4618
 6254	  0.2736
 6255	  1.2662
 6256	  3.7056
 6257	  1.3038
 6258	  0.2425
 6259	  2.0539
 6260	  0.9225
 6261	  1.1338
 6262	  0.1490
 6263	  2.0531
 6264	  2.6792
 6265	  0.9753
 6266	  0.4400
 6267	  2.7291
 6268	  2.2858
 6269	  1.3659
 6270	  3.9855
 6271	  0.9480
 6272	  2.4365
 6273	  0.5233
 6274	  2.0234
 6275	  0.9059
 6276	  0.6952
 6277	  0.7418
 6278	  3.2389
 6279	  0.3834
 6280	  3.1250
 6281	  2.6010
 6282	  1.0555
 6283	  0.3107
 6284	  0.1615
 6285	  0.1370
 6286	  0.4396
 6287	  2.2822
 6288	  0.5438
 6289	  1.6991
 6290	  3.8835
 6291	  1.9536
 6292	  0.9814
 6293	  1.3882
 6294	  2.6506
 6295	  2.7545
 6296	  1.4883
 6297	  3.7785
 6298	  4.2550
 6299	  0.4621
 6300	  1.1002
 6301	  3.4639
 6302	  1.0978
 6303	  2.7654
 6304	  0.2036
 6305	  0.6117
 6306	  0.0279
 6307	  0.8391
 6308	  0.9844
 6309	  0.7633
 6310	  3.5440
 6311	  1.1899
 6312	  3.0913
 6313	  2.7510
 6314	  2.0124
 6315	  0.0908
 6316	  1.2812
 6317	  2.1317
 6318	  3.2877
 6319	  1.2921
 6320	  2.7809
 6321	  0.5232
 6322	  1.1462
 6323	  1.0934
 6324	  3.6089
 6325	  0.9336
 6326	  1.2978
 6327	  2.1554
 6328	  0.7064
 6329	  2.5538
 6330	  3.1385
 6331	  0.9334
 6332	  1.2783
 6333	  1.0946
 6334	  2.1775
 6335	  1.0659
 6336	  3.6199
 6337	  1.3427
 6338	  1.6970
 6339	  1.7029
 6340	  2.7469
 6341	  3.5477
 6342	  0.9630
 6343	  1.1327
 6344	  1.4830
 6345	  1.2619
 6346	  0.9434
 6347	  0.3667
 6348	  0.6361
 6349	  0.3581
 6350	  0.8533
 6351	  0.6009
 6352	  0.8449
 6353	  1.2865
 6354	  1.3630
 6355	  1.2289
 6356	  1.0495
 6357	  3.1229
 6358	  0.9613
 6359	  1.3164
 6360	  1.4040
 6361	  4.5986
 6362	  1.4564
 6363	  0.2556
 6364	  0.7004
 6365	  2.6203
 6366	  2.6656
 6367	  0.3182
 6368	  1.4253
 6369	  0.7302
 6370	  3.1269
 6371	  1.5014
 6372	  3.9096
 6373	  3.5967
 6374	  2.6845
 6375	  3.1998
 6376	  3.4874
 6377	  1.2301
 6378	  0.6606
 6379	  0.4110
 6380	  3.8123
 6381	  4.8470
 6382	  1.1609
 6383	  0.9762
 6384	  0.0050
 6385	  1.2504
 6386	  1.5333
 6387	  2.3863
 6388	  0.9373
 6389	  0.6675
 6390	  0.3010
 6391	  1.2307
 6392	  1.5624
 6393	  0.8835
 6394	  1.4565
 6395	  2.5904
 6396	  0.8490
 6397	  0.6464
 6398	  0.2518
 6399	  0.5868
 6400	  1.4206
 6401	  1.4280
 6402	  0.5569
 6403	  0.9318
 6404	  0.7017
 6405	  2.9997
 6406	  1.5877
 6407	  3.1053
 6408	  1.3675
 6409	  0.7783
 6410	  0.9670
 6411	  3.5760
 6412	  0.1277
 6413	  1.8122
 6414	  0.8652
 6415	  1.1995
 6416	  0.0927
 6417	  4.5734
 6418	  1.9325
 6419	  0.6740
 6420	  0.6907
 6421	  1.8551
 6422	  0.7443
 6423	  3.6171
 6424	  1.2455
 6425	  0.5974
 6426	  1.0690
 6427	  0.9569
 6428	  0.2663
 6429	  1.3169
 6430	  0.4190
 6431	  2.3482
 6432	  1.0606
 6433	  0.7301
 6434	  0.4003
 6435	  1.5338
 6436	  0.8367
 6437	  1.2628
 6438	  1.5730
 6439	  0.9958
 6440	  3.4754
 6441	  0.7182
 6442	  3.3440
 6443	  1.0763
 6444	  1.0057
 6445	  1.1607
 6446	  0.4283
 6447	  0.8379
 6448	  0.6172
 6449	  3.4912
 6450	  1.2828
 6451	  2.7238
 6452	  1.1383
 6453	  0.0050
 6454	  1.0175
 6455	  1.2113
 6456	  3.3661
 6457	  2.7682
 6458	  1.0909
 6459	  2.0508
 6460	  1.0041
 6461	  1.5519
 6462	  1.6187
 6463	  1.0769
 6464	  4.8743
 6465	  2.7002
 6466	  1.7128
 6467	  1.7097
 6468	  3.6943
 6469	  1.8264
 6470	  4.6951
 6471	  0.8089
 6472	  3.5207
 6473	  4.8821
 6474	  2.6489
 6475	  2.9228
 6476	  1.5345
 6477	  1.1017
 6478	  1.2440
 6479	  0.9602
 6480	  2.2783
 6481	  0.2779
 6482	  2.1301
 6483	  0.5183
 6484	  1.9693
 6485	  1.0900
 6486	  3.1442
 6487	  1.9785
 6488	  1.1180
 6489	  2.4459
 6490	  1.7150
 6491	  2.2210
 6492	  4.8024
 6493	  1.4274
 6494	  0.6831
 6495	  1.6299
 6496	  3.7588
 6497	  1.0760
 6498	  1.5912
 6499	  1.0569
 6500	  1.4866
 6501	  1.6143
 6502	  1.6247
 6503	  0.2974
 6504	  1.2498
 6505	  1.5478
 6506	  3.3140
 6507	  3.6481
 6508	  1.1877
 6509	  0.0416
 6510	  0.2782
 6511	  2.3546
 6512	  1.7868
 6513	  2.4888
 6514	  1.4955
 6515	  1.3755
 6516	  0.0925
 6517	  1.4606
 6518	  1.1917
 6519	  1.5933
 6520	  1.1518
 6521	  0.6524
 6522	  0.9928
 6523	  0.1639
 6524	  0.4048
 6525	  2.8787
 6526	  0.9541
 6527	  4.8742
 6528	  1.4929
 6529	  0.9849
 6530	  3.2176
 6531	  2.5599
 6532	  0.7025
 6533	  1.0866
 6534	  0.6611
 6535	  1.6653
 6536	  2.6241
 6537	  2.6083
 6538	  3.6525
 6539	  2.0125
 6540	  2.8794
 6541	  0.8217
 6542	  4.5932
 6543	  0.6632
 6544	  2.7961
 6545	  2.4898
 6546	  3.9016
 6547	  1.6795
 6548	  1.2357
 6549	  0.7960
 6550	  1.0721
 6551	  2.4073
 6552	  0.7822
 6553	  2.0146
 6554	  0.9244
 6555	  1.1354
 6556	  1.2929
 6557	  1.2259
 6558	  0.7568
 6559	  0.4846
 6560	  2.0041
 6561	  0.6445
 6562	  1.0239
 6563	  1.0455
 6564	  2.2209
 6565	  1.4816
 6566	  2.5448
 6567	  0.1351
 6568	  1.2131
 6569	  1.2514
 6570	  0.3897
 6571	  2.4046
 6572	  2.2300
 6573	  1.8648
 6574	  2.5898
 6575	  1.0845
 6576	  1.8805
 6577	  1.2823
 6578	  2.3601
 6579	  1.0441
 6580	  1.7389
 6581	  1.0836
 6582	  0.7661
 6583	  2.0726
 6584	  2.6403
 6585	  1.0579
 6586	  1.5360
 6587	  0.8113
 6588	  1.0460
 6589	  3.4876
 6590	  1.5614
 6591	  0.8391
 6592	  1.1596
 6593	  1.2357
 6594	  0.6696
 6595	  3.5456
 6596	  1.1198
 6597	  0.3734
 6598	  1.4911
 6599	  0.9660
 6600	  2.5750
 6601	  1.1365
 6602	  0.0084
 6603	  2.6480
 6604	  1.3064
 6605	  1.9220
 6606	  0.6383
 6607	  1.6868
 6608	  0.9040
 6609	  0.6338
 6610	  2.7665
 6611	  1.7410
 6612	  0.7384
 6613	  0.8558
 6614	  4.6031
 6615	  1.1143
 6616	  1.8279
 6617	  1.1936
 6618	  2.8442
 6619	  0.2514
 6620	  0.8489
 6621	  0.5979
 6622	  1.1125
 6623	  1.4973
 6624	  1.5387
 6625	  0.2994
 6626	  2.6880
 6627	  2.6758
 6628	  0.9661
 6629	  0.3079
 6630	  2.7285
 6631	  2.1758
 6632	  1.7510
 6633	  1.5222
 6634	  0.0050
 6635	  1.1116
 6636	  0.2541
 6637	  1.6205
 6638	  0.2866
 6639	  1.2661
 6640	  3.3528
 6641	  1.5586
 6642	  0.3547
 6643	  0.7669
 6644	  1.6984
 6645	  0.4186
 6646	  1.4809
 6647	  1.7627
 6648	  3.1104
 6649	  0.5487
 6650	  2.3523
 6651	  1.7429
 6652	  4.8117
 6653	  1.4687
 6654	  1.3584
 6655	  1.0678
 6656	  3.3565
 6657	  1.2782
 6658	  3.3471
 6659	  0.6167
 6660	  1.7043
 6661	  2.4324
 6662	  0.4097
 6663	  3.5933
 6664	  4.3310
 6665	  0.9320
 6666	  0.3662
 6667	  2.1984
 6668	  0.7600
 6669	  0.7749
 6670	  1.5994
 6671	  2.7358
 6672	  3.0714
 6673	  1.2715
 6674	  2.7904
 6675	  1.4529
 6676	  3.7598
 6677	  4.6995
 6678	  3.7899
 6679	  1.3183
 6680	  1.2882
 6681	  0.3366
 6682	  2.8130
 6683	  3.2326
 6684	  3.4819
 6685	  3.6504
 6686	  1.8599
 6687	  2.3487
 6688	  3.3458
 6689	  1.2647
 6690	  0.4692
 6691	  3.5958
 6692	  0.7878
 6693	  2.3779
 6694	  1.7258
 6695	  0.6893
 6696	  0.7725
 6697	  0.9445
 6698	  1.2462
 6699	  3.6245
 6700	  1.1450
 6701	  3.2172
 6702	  0.6195
 6703	  1.3215
 6704	  1.0861
 6705	  5.9343
 6706	  2.0974
 6707	  1.3691
 6708	  3.0685
 6709	  1.6821
 6710	  1.3425
 6711	  3.0865
 6712	  3.4136
 6713	  1.5469
 6714	  1.0458
 6715	  0.8582
 6716	  3.3874
 6717	  1.5330
 6718	  0.7540
 6719	  0.6283
 6720	  0.7246
 6721	  4.5978
 6722	  1.9704
 6723	  1.4543
 6724	  2.7704
 6725	  0.5812
 6726	  1.3018
 6727	  3.7607
 6728	  0.7163
 6729	  1.2119
 6730	  1.2841
 6731	  1.4019
 6732	  1.7283
 6733	  0.9594
 6734	  1.3808
 6735	  1.9826
 6736	  0.7338
 6737	  0.0050
 6738	  3.5870
 6739	  1.5219
 6740	  3.6822
 6741	  1.1191
 6742	  2.2720
 6743	  3.3309
 6744	  0.9823
 6745	  2.6164
 6746	  2.6653
 6747	  2.7310
 6748	  3.1793
 6749	  1.1136
 6750	  1.7983
 6751	  3.6512
 6752	  1.3597
 6753	  0.4960
 6754	  0.1807
 6755	  3.4708
 6756	  0.5658
 6757	  2.1799
 6758	  3.3680
 6759	  2.1951
 6760	  3.4871
 6761	  1.1220
 6762	  3.3403
 6763	  2.5234
 6764	  0.1347
 6765	  3.8140
 6766	  2.8168
 6767	  2.6839
 6768	  0.2738
 6769	  1.5134
 6770	  0.7458
 6771	  1.5010
 6772	  3.5814
 6773	  3.1005
 6774	  2.1880
 6775	  2.8922
 6776	  0.5046
 6777	  0.9541
 6778	  3.4414
 6779	  1.0847
 6780	  1.2611
 6781	  0.1332
 6782	  2.3866
 6783	  2.4869
 6784	  3.5109
 6785	  1.8399
 6786	  3.4810
 6787	  3.8543
 6788	  1.0503
 6789	  2.6114
 6790	  1.9328
 6791	  2.9818
 6792	  1.2292
 6793	  1.3546
 6794	  3.5099
 6795	  0.5302
 6796	  1.6880
 6797	  0.8952
 6798	  2.6621
 6799	  1.6849
 6800	  0.6435
 6801	  1.6857
 6802	  1.6125
 6803	  1.2334
 6804	  2.0091
 6805	  0.8353
 6806	  0.6467
 6807	  3.0860
 6808	  3.5632
 6809	  1.2052
 6810	  0.0050
 6811	  5.7351
 6812	  3.7386
 6813	  1.0834
 6814	  2.3437
 6815	  0.7046
 6816	  3.6252
 6817	  0.7466
 6818	  2.9673
 6819	  3.2585
 6820	  2.1509
 6821	  2.8420
 6822	  2.1023
 6823	  3.6701
 6824	  0.5328
 6825	  1.1061
 6826	  0.2809
 6827	  0.1241
 6828	  2.3417
 6829	  0.3340
 6830	  0.8318
 6831	  1.0022
 6832	  0.9269
 6833	  3.5003
 6834	  3.0952
 6835	  2.1710
 6836	  1.4736
 6837	  0.7376
 6838	  3.2195
 6839	  3.0031
 6840	  2.6050
 6841	  0.7816
 6842	  2.2279
 6843	  1.1900
 6844	  3.5086
 6845	  1.3478
 6846	  1.5542
 6847	  0.5880
 6848	  0.7422
 6849	  3.1184
 6850	  2.6414
 6851	  0.8879
 6852	  3.7074
 6853	  0.9858
 6854	  2.6857
 6855	  0.6427
 6856	  0.3035
 6857	  0.5980
 6858	  1.2674
 6859	  0.5866
 6860	  2.5713
 6861	  1.5564
 6862	  3.3044
 6863	  2.7182
 6864	  1.5880
 6865	  0.9348
 6866	  1.9945
 6867	  0.7903
 6868	  1.4702
 6869	  3.5534
 6870	  0.6445
 6871	  1.3591
 6872	  1.2569
 6873	  0.7332
 6874	  1.1008
 6875	  0.7899
 6876	  0.3194
 6877	  0.5774
 6878	  1.1925
 6879	  2.5311
 6880	  3.3550
 6881	  2.0725
 6882	  3.1543
 6883	  0.6102
 6884	  2.2605
 6885	  2.5816
 6886	  2.5797
 6887	  0.9686
 6888	  1.9197
 6889	  1.4095
 6890	  2.3349
 6891	  2.1234
 6892	  2.6326
 6893	  2.2039
 6894	  2.4549
 6895	  6.0849
 6896	  2.1853
 6897	  1.5211
 6898	  0.7483
 6899	  2.9483
 6900	  3.1378
 6901	  1.4640
 6902	  1.5950
 6903	  2.6188
 6904	  1.2472
 6905	  1.8293
 6906	  0.3110
 6907	  0.9695
 6908	  2.5882
 6909	  3.5033
 6910	  0.6985
 6911	  1.2470
 6912	  1.4356
 6913	  0.8368
 6914	  0.3950
 6915	  1.0619
 6916	  4.9238
 6917	  3.8667
 6918	  1.3878
 6919	  3.5081
 6920	  1.6115
 6921	  3.5354
 6922	  1.4693
 6923	  2.8897
 6924	  3.0221
 6925	  1.6883
 6926	  0.5472
 6927	  3.6563
 6928	  0.7943
 6929	  1.5724
 6930	  0.7605
 6931	  1.3190
 6932	  1.0406
 6933	  1.7295
 6934	  1.8311
 6935	  1.1036
 6936	  1.0829
 6937	  1.5827
 6938	  0.7864
 6939	  3.7623
 6940	  4.2817
 6941	  0.4615
 6942	  0.5755
 6943	  2.5905
